,Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
7865,110866,127896,2-3 times a week,Before exercise,Other,Yes,Neutral,Effective,No,1,Unfamiliar with the brand,Others,Availability,More natural ingredients,Caffeine,No,Yes,Online ads,Innovative bottle design,Not Sure,50-99,Supermarkets,Sports/exercise
7866,110867,127897,Daily,For mental alertness,Increased energy and focus,Yes,Neutral,Dangerous,No,3,Other,Gangster,Brand reputation,Reduced sugar content,Sugar,No,No,TV commercials,Innovative bottle design,Yes,100-150,Local stores,Studying/working late
7867,110868,127898,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Healthy,Yes,5,Other,Cola-Coka,Availability,Reduced sugar content,Caffeine,Yes,No,Outdoor billboards,Innovative bottle design,Yes,50-99,Other,Sports/exercise
7868,110869,127899,2-3 times a month,Before exercise,Other,Yes,Neutral,Effective,No,3,Unfamiliar with the brand,Cola-Coka,Availability,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
7869,110870,127900,Rarely,For mental alertness,Other,Yes,Neutral,Healthy,Yes,4,Not interested in energy drinks,Cola-Coka,Other,More natural ingredients,Vitamins,Yes,Yes,TV commercials,Innovative bottle design,Yes,50-99,Local stores,Sports/exercise
7870,110871,127901,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,4,Not interested in energy drinks,Cola-Coka,Other,More natural ingredients,Caffeine,No,Not Sure,Print media,Other,Yes,100-150,Supermarkets,Sports/exercise
7871,110872,127902,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,No,4,Not available locally,Cola-Coka,Brand reputation,Reduced sugar content,Vitamins,No,Not Sure,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
7872,110873,127903,Rarely,Throughout the day,To combat fatigue,No,Negative,Effective,No,4,Not available locally,Cola-Coka,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Innovative bottle design,No,100-150,Gyms and fitness centers,Studying/working late
7873,110874,127904,Rarely,Before exercise,Increased energy and focus,No,Negative,Healthy,No,5,Not interested in energy drinks,Bepsi,Brand reputation,Other,Caffeine,Yes,Not Sure,TV commercials,Innovative bottle design,Yes,Below 50,Online retailers,Social outings/parties
7874,110875,127905,Rarely,Before exercise,To combat fatigue,No,Negative,Effective,Yes,3,Health concerns,Bepsi,Taste/flavor preference,Reduced sugar content,Sugar,Yes,No,Other,Collectible packaging,No,50-99,Supermarkets,Social outings/parties
7875,110876,127906,2-3 times a week,For mental alertness,To combat fatigue,Yes,Neutral,Healthy,No,1,Not available locally,Sky 9,Brand reputation,Reduced sugar content,Caffeine,Yes,Not Sure,Print media,Eco-friendly design,No,50-99,Online retailers,Sports/exercise
7876,110877,127907,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Dangerous,No,2,Not interested in energy drinks,Cola-Coka,Brand reputation,Wider range of flavors,Vitamins,Yes,Yes,TV commercials,Collectible packaging,Not Sure,Above 150,Supermarkets,Sports/exercise
7877,110878,127908,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Positive,Effective,Yes,5,Not interested in energy drinks,Gangster,Brand reputation,Wider range of flavors,Guarana,No,Yes,TV commercials,Compact and portable cans,Not Sure,Below 50,Supermarkets,Studying/working late
7878,110879,127909,2-3 times a week,Throughout the day,To combat fatigue,Yes,Neutral,Healthy,No,4,Not interested in energy drinks,Gangster,Availability,More natural ingredients,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,Not Sure,Above 150,Supermarkets,Driving/commuting
7879,110880,127910,2-3 times a month,For mental alertness,To enhance sports performance,Yes,Positive,Healthy,Yes,5,Other,Gangster,Effectiveness,More natural ingredients,Caffeine,Yes,Yes,Other,Innovative bottle design,Not Sure,100-150,Supermarkets,Sports/exercise
7880,110881,127911,Rarely,For mental alertness,To combat fatigue,No,Neutral,Dangerous,Yes,1,Unfamiliar with the brand,Gangster,Brand reputation,More natural ingredients,Vitamins,Yes,Yes,Other,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
7881,110882,127912,2-3 times a week,Before exercise,To combat fatigue,No,Positive,Dangerous,Yes,3,Health concerns,Cola-Coka,Taste/flavor preference,Other,Vitamins,No,Yes,TV commercials,Innovative bottle design,Yes,100-150,Online retailers,Sports/exercise
7882,110883,127913,Once a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,No,5,Not interested in energy drinks,Cola-Coka,Availability,Other,Guarana,No,Yes,Print media,Eco-friendly design,Yes,100-150,Supermarkets,Studying/working late
7883,110884,127914,2-3 times a month,Before exercise,Increased energy and focus,No,Negative,Dangerous,No,2,Not interested in energy drinks,Bepsi,Other,Healthier alternatives,Vitamins,No,Not Sure,Other,Innovative bottle design,No,Above 150,Supermarkets,Studying/working late
7884,110885,127915,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,Yes,3,Not interested in energy drinks,Blue Bull,Brand reputation,Other,Vitamins,No,Yes,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Social outings/parties
7885,110886,127916,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Positive,Healthy,Yes,2,Other,Bepsi,Other,Wider range of flavors,Vitamins,Yes,No,Other,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
7886,110887,127917,2-3 times a month,To stay awake during work/study,To enhance sports performance,No,Negative,Effective,No,4,Health concerns,Blue Bull,Brand reputation,Wider range of flavors,Vitamins,No,Yes,Print media,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
7887,110888,127918,2-3 times a week,Before exercise,To enhance sports performance,No,Neutral,Effective,No,2,Not available locally,Cola-Coka,Availability,More natural ingredients,Vitamins,No,No,Print media,Innovative bottle design,No,50-99,Supermarkets,Studying/working late
7888,110889,127919,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Effective,No,4,Not available locally,Bepsi,Other,More natural ingredients,Sugar,Yes,Yes,Online ads,Compact and portable cans,Not Sure,Below 50,Supermarkets,Driving/commuting
7889,110890,127920,Once a week,For mental alertness,To combat fatigue,Yes,Neutral,Dangerous,No,5,Not available locally,Bepsi,Effectiveness,Reduced sugar content,Sugar,Yes,Yes,Other,Compact and portable cans,No,Above 150,Other,Studying/working late
7890,110891,127921,Daily,Throughout the day,To enhance sports performance,No,Positive,Effective,No,2,Not available locally,Gangster,Availability,More natural ingredients,Guarana,Yes,No,Outdoor billboards,Innovative bottle design,Not Sure,50-99,Supermarkets,Sports/exercise
7891,110892,127922,Rarely,For mental alertness,Increased energy and focus,No,Neutral,Not sure,No,5,Not available locally,Cola-Coka,Taste/flavor preference,More natural ingredients,Vitamins,Yes,Not Sure,TV commercials,Innovative bottle design,No,100-150,Online retailers,Studying/working late
7892,110893,127923,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Neutral,Not sure,Yes,5,Not interested in energy drinks,Bepsi,Taste/flavor preference,Reduced sugar content,Caffeine,No,Yes,Other,Eco-friendly design,Not Sure,50-99,Online retailers,Sports/exercise
7893,110894,127924,Once a week,Before exercise,Other,No,Positive,Healthy,Yes,1,Not available locally,Bepsi,Taste/flavor preference,More natural ingredients,Guarana,Yes,Not Sure,Outdoor billboards,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
7894,110895,127925,2-3 times a month,For mental alertness,To combat fatigue,Yes,Positive,Effective,Yes,3,Other,Gangster,Availability,Healthier alternatives,Guarana,Yes,No,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
7895,110896,127926,Rarely,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,Yes,2,Unfamiliar with the brand,Sky 9,Availability,Reduced sugar content,Vitamins,Yes,Yes,Other,Innovative bottle design,Yes,100-150,Online retailers,Studying/working late
7896,110897,127927,Once a week,Before exercise,Increased energy and focus,No,Neutral,Healthy,No,2,Not available locally,Bepsi,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,Yes,Outdoor billboards,Eco-friendly design,Not Sure,100-150,Supermarkets,Sports/exercise
7897,110898,127928,Rarely,To stay awake during work/study,To combat fatigue,No,Neutral,Healthy,No,3,Not available locally,Sky 9,Availability,More natural ingredients,Caffeine,Yes,Yes,Online ads,Collectible packaging,Not Sure,50-99,Supermarkets,Driving/commuting
7898,110899,127929,Rarely,Before exercise,To boost performance,Yes,Positive,Dangerous,Yes,4,Health concerns,CodeX,Brand reputation,Reduced sugar content,Sugar,No,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Sports/exercise
7899,110900,127930,Daily,Throughout the day,To combat fatigue,Yes,Neutral,Not sure,No,1,Health concerns,Sky 9,Effectiveness,Other,Vitamins,No,Yes,TV commercials,Collectible packaging,Yes,100-150,Online retailers,Studying/working late
7900,110901,127931,2-3 times a month,To stay awake during work/study,Other,Yes,Neutral,Not sure,Yes,1,Not interested in energy drinks,Gangster,Brand reputation,Healthier alternatives,Guarana,Yes,Yes,Outdoor billboards,Compact and portable cans,Not Sure,Above 150,Supermarkets,Sports/exercise
7901,110902,127932,Rarely,Throughout the day,To combat fatigue,No,Neutral,Dangerous,Yes,4,Not interested in energy drinks,Others,Brand reputation,Reduced sugar content,Sugar,No,Not Sure,Other,Collectible packaging,No,100-150,Gyms and fitness centers,Studying/working late
7902,110903,127933,Rarely,Throughout the day,To boost performance,No,Neutral,Not sure,No,5,Other,Bepsi,Brand reputation,Wider range of flavors,Vitamins,No,Yes,Online ads,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late
7903,110904,127934,2-3 times a week,Before exercise,Other,No,Positive,Not sure,No,4,Health concerns,Bepsi,Effectiveness,Reduced sugar content,Guarana,Yes,Not Sure,Online ads,Other,Yes,50-99,Gyms and fitness centers,Sports/exercise
7904,110905,127935,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Not sure,No,4,Not interested in energy drinks,Cola-Coka,Effectiveness,Wider range of flavors,Vitamins,Yes,No,TV commercials,Collectible packaging,Not Sure,50-99,Online retailers,Social outings/parties
7905,110906,127936,Daily,For mental alertness,Increased energy and focus,Yes,Neutral,Dangerous,Yes,3,Health concerns,Cola-Coka,Taste/flavor preference,Wider range of flavors,Sugar,Yes,Yes,Online ads,Innovative bottle design,Not Sure,50-99,Gyms and fitness centers,Sports/exercise
7906,110907,127937,2-3 times a week,Before exercise,To enhance sports performance,Yes,Positive,Effective,No,3,Not interested in energy drinks,Gangster,Effectiveness,Healthier alternatives,Guarana,No,Yes,TV commercials,Other,Not Sure,50-99,Supermarkets,Social outings/parties
7907,110908,127938,2-3 times a month,Before exercise,Increased energy and focus,Yes,Neutral,Effective,Yes,4,Health concerns,Others,Brand reputation,More natural ingredients,Vitamins,Yes,No,Other,Compact and portable cans,No,100-150,Gyms and fitness centers,Sports/exercise
7908,110909,127939,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,No,2,Other,Blue Bull,Taste/flavor preference,Wider range of flavors,Vitamins,Yes,Yes,Print media,Innovative bottle design,Yes,50-99,Supermarkets,Other
7909,110910,127940,Daily,For mental alertness,To combat fatigue,No,Negative,Healthy,No,2,Not interested in energy drinks,Bepsi,Brand reputation,More natural ingredients,Vitamins,No,Yes,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
7910,110911,127941,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,Yes,3,Not interested in energy drinks,CodeX,Other,Other,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,Below 50,Supermarkets,Social outings/parties
7911,110912,127942,Rarely,For mental alertness,To enhance sports performance,No,Positive,Effective,No,4,Unfamiliar with the brand,Bepsi,Effectiveness,Reduced sugar content,Sugar,Yes,No,Online ads,Other,Yes,Above 150,Supermarkets,Studying/working late
7912,110913,127943,Rarely,Throughout the day,Increased energy and focus,No,Positive,Effective,Yes,4,Not interested in energy drinks,Sky 9,Effectiveness,Wider range of flavors,Caffeine,No,Yes,Online ads,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
7913,110914,127944,2-3 times a week,For mental alertness,To enhance sports performance,No,Neutral,Effective,Yes,4,Health concerns,Blue Bull,Taste/flavor preference,Other,Vitamins,Yes,No,Other,Collectible packaging,Yes,100-150,Online retailers,Driving/commuting
7914,110915,127945,Rarely,Throughout the day,To enhance sports performance,Yes,Positive,Healthy,No,3,Health concerns,Blue Bull,Other,Other,Vitamins,No,Yes,Other,Innovative bottle design,Yes,Above 150,Other,Studying/working late
7915,110916,127946,Daily,Before exercise,To enhance sports performance,Yes,Negative,Effective,Yes,1,Unfamiliar with the brand,Sky 9,Availability,Wider range of flavors,Caffeine,No,Yes,Other,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
7916,110917,127947,2-3 times a month,To stay awake during work/study,To enhance sports performance,No,Neutral,Not sure,Yes,3,Health concerns,Sky 9,Availability,More natural ingredients,Caffeine,No,Yes,Outdoor billboards,Innovative bottle design,Not Sure,50-99,Online retailers,Sports/exercise
7917,110918,127948,2-3 times a month,Throughout the day,Increased energy and focus,Yes,Neutral,Effective,Yes,4,Not interested in energy drinks,CodeX,Other,Wider range of flavors,Sugar,No,Yes,Online ads,Collectible packaging,Yes,Above 150,Supermarkets,Studying/working late
7918,110919,127949,Once a week,Before exercise,To boost performance,No,Negative,Not sure,No,1,Other,Gangster,Other,Wider range of flavors,Sugar,No,Yes,Online ads,Innovative bottle design,Not Sure,50-99,Gyms and fitness centers,Sports/exercise
7919,110920,127950,Daily,Before exercise,To enhance sports performance,Yes,Neutral,Not sure,No,3,Health concerns,Cola-Coka,Effectiveness,Healthier alternatives,Guarana,Yes,No,Online ads,Compact and portable cans,No,50-99,Other,Studying/working late
7920,110921,127951,Once a week,Before exercise,Increased energy and focus,No,Positive,Healthy,No,3,Other,Cola-Coka,Availability,Reduced sugar content,Caffeine,Yes,Not Sure,TV commercials,Eco-friendly design,No,50-99,Supermarkets,Sports/exercise
7921,110922,127952,Rarely,Before exercise,To boost performance,No,Negative,Dangerous,Yes,3,Unfamiliar with the brand,Blue Bull,Availability,Wider range of flavors,Sugar,Yes,No,Online ads,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
7922,110923,127953,Rarely,To stay awake during work/study,Other,No,Positive,Effective,Yes,5,Unfamiliar with the brand,Sky 9,Brand reputation,Other,Caffeine,Yes,No,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
7923,110924,127954,Rarely,For mental alertness,To enhance sports performance,No,Neutral,Not sure,No,3,Unfamiliar with the brand,Gangster,Effectiveness,More natural ingredients,Guarana,Yes,No,TV commercials,Eco-friendly design,Yes,Below 50,Supermarkets,Studying/working late
